OBJECTID,latitude,longitude,scientific,common_nam,date_time,last_mod,geom_WKT
496,-12.2283,141.7272,Lepidochelys olivacea,Olive Ridley,1/01/2006,12/01/2021,POINT (141.7272 -12.2282999999999)
497,-13.8569,143.5867,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.5867 -13.8568999999999)
498,-17.2168,139.1775,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.1775 -17.2168)
499,-17.5981,140.5949,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (140.5949 -17.5980999999999)
500,-22.0778,149.5163,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.5163 -22.0778)
501,-20.6156,149.0631,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.0631 -20.6156)
502,-20.4736,148.7517,Lepidochelys olivacea,Olive Ridley,1/01/1990,12/01/2021,POINT (148.7517 -20.4736)
503,-17.0636,139.6257,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.6257 -17.0636)
504,-24.825,152.4567,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (152.4567 -24.8249999999999)
505,-23.995,151.775,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.775 -23.9949999999999)
506,-23.433,151.9167,Lepidochelys olivacea,Olive Ridley,1/01/1991,12/01/2021,POINT (151.9167 -23.4329999999999)
507,-22.2352,150.1104,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (150.1104 -22.2352)
508,-21.4533,149.71,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.71 -21.4533)
509,-23.2817,150.825,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.825 -23.2816999999999)
510,-22.2499,150.3036,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (150.3036 -22.2499)
511,-21.9956,149.8805,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8805 -21.9956)
512,-20.8025,149.2569,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2569 -20.8025)
513,-21.0399,149.1861,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1861 -21.0398999999999)
514,-21.3597,149.3085,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (149.3085 -21.3597)
515,-21.3219,149.2925,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2925 -21.3219)
516,-10.9068,142.3001,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.3001 -10.9068)
517,-20.8063,149.2803,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2803 -20.8063)
518,-23.1833,150.9667,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (150.9667 -23.1833)
519,-11.6,144.0167,Lepidochelys olivacea,Olive Ridley,1/01/1986,12/01/2021,POINT (144.0167 -11.6)
520,-11.7,143.1833,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (143.1833 -11.6999999999999)
521,-23.1467,150.7633,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.7633 -23.1467)
522,-17.6525,140.455,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (140.455 -17.6525)
523,-23.8,152.3,Lepidochelys olivacea,Olive Ridley,1/01/1977,12/01/2021,POINT (152.3 -23.8)
524,-10.6917,142.28,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.28 -10.6917)
525,-23.83,151.37,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (151.37 -23.8299999999999)
526,-21.6002,149.7832,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.7832 -21.6002)
527,-21.98,150.17,Lepidochelys olivacea,Olive Ridley,1/01/1972,12/01/2021,POINT (150.17 -21.98)
528,-13.4834,141.5732,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.5732 -13.4834)
529,-21.3222,149.2926,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (149.2926 -21.3222)
530,-24.8223,152.4646,Lepidochelys olivacea,Olive Ridley,1/01/1971,12/01/2021,POINT (152.4646 -24.8222999999999)
531,-23.433,151.9167,Lepidochelys olivacea,Olive Ridley,1/01/1978,12/01/2021,POINT (151.9167 -23.4329999999999)
532,-20.7381,149.1424,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1424 -20.7381)
533,-9.9486,142.2108,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.2108 -9.94859999999994)
534,-23.87,151.31,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.31 -23.8699999999999)
535,-23.4915,150.9762,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (150.9762 -23.4915)
536,-23.433,151.9167,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (151.9167 -23.4329999999999)
537,-17.0333,139.155,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.155 -17.0332999999999)
538,-17,150,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (150.0 -16.9999999999999)
539,-22.0605,149.9129,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (149.9129 -22.0604999999999)
540,-10.7014,142.5159,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.5159 -10.7014)
541,-21.6075,149.8664,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8664 -21.6075)
542,-11.3667,143.05,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (143.05 -11.3667)
543,-10.7683,142.37,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (142.37 -10.7683)
544,-10.22,142.0633,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.0633 -10.22)
545,-20.7043,149.1414,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1414 -20.7042999999999)
546,-21.6713,149.7791,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.7791 -21.6713)
547,-11.45,144,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (144.0 -11.4499999999999)
548,-10.2773,142.0998,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.0998 -10.2773)
549,-16.875,138.8842,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (138.8842 -16.8749999999999)
550,-25.0748,152.5455,Lepidochelys olivacea,Olive Ridley,1/01/1977,12/01/2021,POINT (152.5455 -25.0748)
551,-23.04,150.8767,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.8767 -23.04)
552,-21.4674,149.8824,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8824 -21.4673999999999)
553,-24.8154,152.4624,Lepidochelys olivacea,Olive Ridley,1/01/1968,12/01/2021,POINT (152.4624 -24.8154)
554,-13.6318,143.5493,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.5493 -13.6317999999999)
555,-13.0096,143.5136,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.5136 -13.0096)
556,-15.3585,141.5462,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.5462 -15.3584999999999)
557,-21.6001,149.7833,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.7833 -21.6000999999999)
558,-10.2098,142.1669,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1669 -10.2098)
559,-13.9121,143.6017,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.6017 -13.9121)
560,-12.3477,143.1274,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.1274 -12.3477)
561,-21.3954,149.3107,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.3107 -21.3953999999999)
562,-23.3333,150.8,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (150.8 -23.3333)
563,-10.7074,142.3504,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.3504 -10.7074)
564,-24.21,151.9167,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.9167 -24.21)
565,-24.18,151.89,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.89 -24.1799999999999)
566,-23.433,151.9167,Lepidochelys olivacea,Olive Ridley,1/01/1965,12/01/2021,POINT (151.9167 -23.4329999999999)
567,-24.87,152.4717,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (152.4717 -24.8699999999999)
568,-20.6019,149.1854,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1854 -20.6018999999999)
569,-11.3833,143.0333,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (143.0333 -11.3833)
570,-24.7914,152.4367,Lepidochelys olivacea,Olive Ridley,1/01/1970,12/01/2021,POINT (152.4367 -24.7914)
571,-21.1109,149.2232,Lepidochelys olivacea,Olive Ridley,1/01/1993,12/01/2021,POINT (149.2232 -21.1109)
572,-17.216,140.9216,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (140.9216 -17.216)
573,-21.452,149.2904,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (149.2904 -21.4519999999999)
574,-12.245,143.225,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.225 -12.2449999999999)
575,-23.7167,151.3,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (151.3 -23.7166999999999)
576,-12.2333,143.2,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.2 -12.2332999999999)
577,-12.563,141.6883,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.6883 -12.5629999999999)
578,-20.6737,148.7637,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.7637 -20.6736999999999)
579,-10.2167,142.1583,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.1583 -10.2166999999999)
580,-10.2033,142.17,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.17 -10.2033)
581,-20.5516,149.11,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.11 -20.5516)
582,-20.8317,148.8902,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.8902 -20.8317)
583,-12.75,143.3948,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.3948 -12.7499999999999)
584,-21.3852,149.3128,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.3128 -21.3851999999999)
585,-23.5,150.86,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (150.86 -23.4999999999999)
586,-10.8832,142.0333,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.0333 -10.8831999999999)
587,-23.0517,150.885,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.885 -23.0517)
588,-24.3167,151.9667,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.9667 -24.3167)
589,-12.25,143.25,Lepidochelys olivacea,Olive Ridley,1/01/1915,12/01/2021,POINT (143.25 -12.2499999999999)
590,-21.473,149.663,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.663 -21.473)
591,-20.7635,149.2684,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2684 -20.7635)
592,-10.2367,142.075,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.075 -10.2366999999999)
593,-24.01,151.565,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.565 -24.0099999999999)
594,-10.2445,142.1172,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1172 -10.2445)
595,-17.6897,140.2958,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (140.2958 -17.6897)
596,-9.1333,143.8833,Lepidochelys olivacea,Olive Ridley,1/01/1978,12/01/2021,POINT (143.8833 -9.13329999999996)
597,-20.4717,148.7709,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.7709 -20.4716999999999)
598,-21.2561,149.2391,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2391 -21.2560999999999)
599,-22.2587,150.1472,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (150.1472 -22.2587)
600,-23.433,151.9167,Lepidochelys olivacea,Olive Ridley,1/01/1981,12/01/2021,POINT (151.9167 -23.4329999999999)
601,-10.9337,142.1548,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.1548 -10.9336999999999)
602,-20.5902,149.1107,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1107 -20.5902)
603,-22.363,150.2536,Lepidochelys olivacea,Olive Ridley,1/01/1989,12/01/2021,POINT (150.2536 -22.3629999999999)
604,-10.5167,143.0667,Lepidochelys olivacea,Olive Ridley,1/01/1974,12/01/2021,POINT (143.0667 -10.5167)
605,-17.1101,140.9518,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (140.9518 -17.1100999999999)
606,-25.2485,152.8037,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (152.8037 -25.2485)
607,-10.2479,142.1183,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1183 -10.2479)
608,-13.2615,143.5167,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.5167 -13.2615)
609,-13.45,143.9833,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (143.9833 -13.4499999999999)
610,-11.9869,143.2357,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.2357 -11.9868999999999)
611,-23.2,150.9683,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.9683 -23.1999999999999)
612,-21.9319,149.4656,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4656 -21.9318999999999)
613,-21.3859,149.3127,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (149.3127 -21.3858999999999)
614,-23.433,151.9167,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (151.9167 -23.4329999999999)
615,-11.6,144.0167,Lepidochelys olivacea,Olive Ridley,1/01/1980,12/01/2021,POINT (144.0167 -11.6)
616,-13.65,143.7333,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (143.7333 -13.65)
617,-9.7667,143.2583,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.2583 -9.76669999999996)
618,-20.6649,148.7159,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.7159 -20.6648999999999)
619,-12.871,143.532,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.532 -12.871)
620,-23.6633,151.2683,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.2683 -23.6632999999999)
621,-15.6594,141.435,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.435 -15.6593999999999)
622,-20.8057,149.2541,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2541 -20.8056999999999)
623,-10.3514,142.1065,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1065 -10.3514)
624,-10.124,142.0719,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.0719 -10.124)
625,-21.6221,149.8202,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8202 -21.6220999999999)
626,-10.7333,142.15,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (142.15 -10.7332999999999)
627,-10.8387,142.3483,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.3483 -10.8387)
628,-21.2751,149.2964,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (149.2964 -21.2751)
629,-24.1167,152.7167,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (152.7167 -24.1167)
630,-10.7167,142.6,Lepidochelys olivacea,Olive Ridley,1/01/1987,12/01/2021,POINT (142.6 -10.7166999999999)
631,-19.3041,147.3902,Lepidochelys olivacea,Olive Ridley,1/01/1991,12/01/2021,POINT (147.3902 -19.3040999999999)
632,-20.8448,148.9059,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.9059 -20.8448)
633,-20.9199,149.0455,Lepidochelys olivacea,Olive Ridley,1/01/1979,12/01/2021,POINT (149.0455 -20.9198999999999)
634,-20.7032,149.2017,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2017 -20.7032)
635,-10.1112,142.085,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.085 -10.1111999999999)
636,-24.3167,151.9667,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (151.9667 -24.3167)
637,-10.2124,142.1529,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1529 -10.2123999999999)
638,-10.721,142.4275,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.4275 -10.7209999999999)
639,-11.989,143.2459,Lepidochelys olivacea,Olive Ridley,1/01/1987,12/01/2021,POINT (143.2459 -11.989)
640,-21.6263,149.7989,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.7989 -21.6263)
641,-25.1167,152.5717,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (152.5717 -25.1167)
642,-21.0173,149.1999,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1999 -21.0173)
643,-9.8867,143.4833,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.4833 -9.88669999999996)
644,-21.824,149.7993,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.7993 -21.824)
645,-23.3083,150.9233,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.9233 -23.3083)
646,-24.18,151.89,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.89 -24.1799999999999)
647,-10.7283,142.6217,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.6217 -10.7282999999999)
648,-24.72,153.25,Lepidochelys olivacea,Olive Ridley,1/01/1971,12/01/2021,POINT (153.25 -24.72)
649,-20.5928,149.1679,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1679 -20.5928)
650,-22.965,150.7767,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.7767 -22.965)
651,-23.155,151.0833,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.0833 -23.155)
652,-10.2583,143.1083,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.1083 -10.2583)
653,-23.25,151.7833,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.7833 -23.2499999999999)
654,-10.4983,142.445,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.445 -10.4983)
655,-24.5203,152.062,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (152.062 -24.5203)
656,-12.4205,141.6476,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (141.6476 -12.4204999999999)
657,-10.6417,143.025,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.025 -10.6417)
658,-24.8154,152.4624,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (152.4624 -24.8154)
659,-16.5369,139.6874,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.6874 -16.5368999999999)
660,-11.6,144.0167,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (144.0167 -11.6)
661,-23.9967,151.4667,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.4667 -23.9967)
662,-10.6433,142.68,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.68 -10.6433)
663,-23.1333,150.75,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (150.75 -23.1333)
664,-20.8793,148.9546,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (148.9546 -20.8792999999999)
665,-23.995,151.4367,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.4367 -23.9949999999999)
666,-21.4911,149.9187,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.9187 -21.4911)
667,-23.433,151.9167,Lepidochelys olivacea,Olive Ridley,1/01/1995,12/01/2021,POINT (151.9167 -23.4329999999999)
668,-16.0003,141.4028,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.4028 -16.0003)
669,-11.0526,142.7674,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.7674 -11.0525999999999)
670,-21.674,149.4513,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4513 -21.674)
671,-13.0942,141.6123,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.6123 -13.0941999999999)
672,-21.44,149.7092,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.7092 -21.4399999999999)
673,-12.6132,143.4369,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.4369 -12.6131999999999)
674,-20.7985,149.2815,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2815 -20.7984999999999)
675,-21.2602,149.2329,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2329 -21.2601999999999)
676,-24.01,151.7367,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.7367 -24.0099999999999)
677,-10.6,142.6167,Lepidochelys olivacea,Olive Ridley,1/01/1978,12/01/2021,POINT (142.6167 -10.6)
678,-20.5507,149.1324,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1324 -20.5506999999999)
679,-24.4383,152.0067,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (152.0067 -24.4383)
680,-14.0667,144.25,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (144.25 -14.0667)
681,-20.8609,148.9381,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.9381 -20.8609)
682,-20.8568,148.9166,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.9166 -20.8568)
683,-24.3167,151.9667,Lepidochelys olivacea,Olive Ridley,1/01/1980,12/01/2021,POINT (151.9667 -24.3167)
684,-23.2167,150.9667,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (150.9667 -23.2166999999999)
685,-21.9901,149.8132,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (149.8132 -21.9900999999999)
686,-20.7349,149.2287,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2287 -20.7349)
687,-21.6033,149.8253,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8253 -21.6032999999999)
688,-21.675,149.7751,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.7751 -21.675)
689,-10.7632,142.3928,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.3928 -10.7631999999999)
690,-21.2777,149.2949,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2949 -21.2777)
691,-21.6066,149.8265,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8265 -21.6066)
692,-23.66,151.2517,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.2517 -23.66)
693,-22.1333,150,Lepidochelys olivacea,Olive Ridley,1/01/1970,12/01/2021,POINT (150.0 -22.1333)
694,-12.2833,143.4,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (143.4 -12.2832999999999)
695,-21.1514,149.2034,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2034 -21.1514)
696,-22.0174,149.8236,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8236 -22.0174)
697,-21.7331,149.4791,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4791 -21.7331)
698,-10.22,142.16,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.16 -10.22)
699,-11.6,144.0167,Lepidochelys olivacea,Olive Ridley,1/01/1978,12/01/2021,POINT (144.0167 -11.6)
700,-20.9199,149.0455,Lepidochelys olivacea,Olive Ridley,1/01/1980,12/01/2021,POINT (149.0455 -20.9198999999999)
701,-20.7823,149.2733,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2733 -20.7823)
702,-25.0748,152.5455,Lepidochelys olivacea,Olive Ridley,1/01/1968,12/01/2021,POINT (152.5455 -25.0748)
703,-22.1214,149.5767,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.5767 -22.1213999999999)
704,-20.9167,149.45,Lepidochelys olivacea,Olive Ridley,1/01/1979,12/01/2021,POINT (149.45 -20.9166999999999)
705,-16.7717,138.6317,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (138.6317 -16.7717)
706,-22.1574,150.0784,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (150.0784 -22.1573999999999)
707,-23.3567,150.8133,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.8133 -23.3566999999999)
708,-23.85,152.3667,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (152.3667 -23.85)
709,-20.7994,149.2733,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2733 -20.7993999999999)
710,-13.65,143.7333,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.7333 -13.65)
711,-10.1534,142.1767,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1767 -10.1534)
712,-20.45,149.05,Lepidochelys olivacea,Olive Ridley,1/01/1973,12/01/2021,POINT (149.05 -20.4499999999999)
713,-20.9153,149.0054,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.0054 -20.9152999999999)
714,-10.91,142.25,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.25 -10.91)
